,Body1 Torque Z(N.m),Time (ms),Excitation
8,-116.37789338097,8,262.2
9,-117.550518176281,9,262.2
10,-114.739400855799,10,262.2
11,-117.00520301689,11,262.2
12,-114.72870613006,12,262.2
13,-115.741317903034,13,262.2
14,-114.862866480036,14,262.2
15,-114.663144311994,15,262.2
16,-115.019064895405,16,262.2
17,-114.928735665901,17,262.2
18,-116.201203472288,18,262.2
19,-115.495644382359,19,262.2
20,-115.375550709907,20,262.2
21,-115.181200031291,21,262.2
22,-117.469246765541,22,262.2
23,-115.525185300144,23,262.2
24,-117.502943694199,24,262.2
25,-115.100580748437,25,262.2
26,-114.921726978825,26,262.2
27,-115.591135004822,27,262.2
28,-114.417681008623,28,262.2
29,-116.873659487281,29,262.2
30,-114.367404809916,30,262.2
0,-510.105599698684,0,1182.36
1,-515.419584116915,1,1182.36
2,-518.457140907821,2,1182.36
3,-515.926280412864,3,1182.36
4,-519.882406959761,4,1182.36
5,-520.196988185209,5,1182.36
6,-517.338798997387,6,1182.36
7,-521.18972327203,7,1182.36
8,-519.782850466585,8,1182.36
9,-522.475288711248,9,1182.36
10,-518.986278549635,10,1182.36
11,-521.65981739685,11,1182.36
12,-517.73169652213,12,1182.36
13,-516.145656626505,13,1182.36
14,-515.388184150004,14,1182.36
15,-514.342836887815,15,1182.36
16,-516.960335490878,16,1182.36
17,-517.461597860318,17,1182.36
18,-519.365802100561,18,1182.36
19,-516.859042717634,19,1182.36
20,-517.69853634559,20,1182.36
21,-518.333661626781,21,1182.36
22,-522.363851434731,22,1182.36
23,-520.130363950528,23,1182.36
24,-522.202246753837,24,1182.36
25,-515.328698318289,25,1182.36
26,-514.910463829782,26,1182.36
27,-514.539304602745,27,1182.36
28,-514.629041959662,28,1182.36
29,-523.968238799356,29,1182.36
30,-515.674348775942,30,1182.36
0,-66.0539941933496,0,152.51999999999998
1,-66.3326759350818,1,152.51999999999998
2,-67.1197090084677,2,152.51999999999998
3,-66.890695611121,3,152.51999999999998
4,-68.6410523678546,4,152.51999999999998
5,-68.2497260055273,5,152.51999999999998
6,-66.9738546542266,6,152.51999999999998
7,-68.3331263699804,7,152.51999999999998
8,-67.7792462691791,8,152.51999999999998
9,-68.9233998538216,9,152.51999999999998
10,-66.0523629594099,10,152.51999999999998
11,-68.2232551479651,11,152.51999999999998
12,-66.0353800305526,12,152.51999999999998
13,-67.4208903696459,13,152.51999999999998
14,-66.4820126500485,14,152.51999999999998
15,-66.1985274120261,15,152.51999999999998
16,-66.5534888511104,16,152.51999999999998
17,-66.30926274064,17,152.51999999999998
18,-67.6072178135435,18,152.51999999999998
19,-67.1780139285571,19,152.51999999999998
20,-66.8452075990959,20,152.51999999999998
21,-66.563204114473,21,152.51999999999998
22,-68.7921292669832,22,152.51999999999998
23,-66.8092773441472,23,152.51999999999998
24,-68.8958868372125,24,152.51999999999998
25,-66.8524322784386,25,152.51999999999998
26,-66.6256799758069,26,152.51999999999998
27,-67.5261214520817,27,152.51999999999998
28,-66.0906787751619,28,152.51999999999998
29,-67.711279200448,29,152.51999999999998
30,-65.9578168896706,30,152.51999999999998
0,-457.348092680561,0,1058.4
1,-462.201144225877,1,1058.4
2,-464.787345233813,2,1058.4
3,-462.518193833983,3,1058.4
4,-466.223728030883,4,1058.4
5,-466.461662326978,5,1058.4
6,-463.752056346519,6,1058.4
7,-467.249376921292,7,1058.4
8,-466.061789316675,8,1058.4
9,-468.387598063914,9,1058.4
10,-465.118362492143,10,1058.4
11,-467.805111027769,11,1058.4
12,-464.173423436819,12,1058.4
13,-462.871364029056,13,1058.4
14,-462.089488412899,14,1058.4
15,-461.356345983418,15,1058.4
16,-463.450821672719,16,1058.4
17,-463.961927604729,17,1058.4
18,-465.70665405889,18,1058.4
19,-463.372635942873,19,1058.4
20,-464.164645802264,20,1058.4
21,-464.676980020099,21,1058.4
22,-468.343629662681,22,1058.4
23,-466.227812920145,23,1058.4
24,-468.144336446487,24,1058.4
25,-462.089882039611,25,1058.4
26,-461.742876495713,26,1058.4
27,-461.387147683659,27,1058.4
28,-461.353461344797,28,1058.4
29,-469.836110758996,29,1058.4
30,-462.247555149759,30,1058.4
0,-489.715803061512,0,1134.3600000000001
1,-494.857813458546,1,1134.3600000000001
2,-497.715028432389,2,1134.3600000000001
3,-495.28349108722,3,1134.3600000000001
4,-499.144687334078,4,1134.3600000000001
5,-499.43151989556,5,1134.3600000000001
6,-496.627800676533,6,1134.3600000000001
7,-500.340673632382,7,1134.3600000000001
8,-499.022696714297,8,1134.3600000000001
9,-501.566710857752,9,1134.3600000000001
10,-498.167501183333,10,1134.3600000000001
11,-500.84954290617,11,1134.3600000000001
12,-497.038096708529,12,1134.3600000000001
13,-495.558766221851,13,1134.3600000000001
14,-494.790640731261,14,1134.3600000000001
15,-493.873950380629,15,1134.3600000000001
16,-496.282311172661,16,1134.3600000000001
17,-496.790741044305,17,1134.3600000000001
18,-498.630944889103,18,1134.3600000000001
19,-496.188391962556,19,1134.3600000000001
20,-497.01209135076,20,1134.3600000000001
21,-497.599275553929,21,1134.3600000000001
22,-501.484120273074,22,1134.3600000000001
23,-499.299495846307,23,1134.3600000000001
24,-501.30487925841,24,1134.3600000000001
25,-494.758194965809,25,1134.3600000000001
26,-494.367874725467,26,1134.3600000000001
27,-493.997134846226,27,1134.3600000000001
28,-494.039658291021,28,1134.3600000000001
29,-503.051640970992,29,1134.3600000000001
30,-495.027488104606,30,1134.3600000000001
0,-185.047150538219,0,425.76
1,-186.843152862258,1,425.76
2,-187.893422346339,2,425.76
3,-187.090082392294,3,425.76
4,-189.381347965744,4,425.76
5,-189.121247350376,5,425.76
6,-187.422224919984,6,425.76
7,-189.327273330338,7,425.76
8,-188.737830488187,8,425.76
9,-190.003970838537,9,425.76
10,-187.228525801999,10,425.76
11,-189.625798419909,11,425.76
12,-187.16894951031,12,425.76
13,-187.647242741152,13,425.76
14,-186.827458500789,14,425.76
15,-186.690658445988,15,425.76
16,-187.15624276569,16,425.76
17,-187.268919267595,17,425.76
18,-188.547246019753,18,425.76
19,-187.447497205895,19,425.76
20,-187.605700728949,20,425.76
21,-187.54631829137,21,425.76
22,-189.98123893141,22,425.76
23,-188.070421890325,23,425.76
24,-189.92211393573,24,425.76
25,-186.934183250553,25,425.76
26,-186.789361052649,26,425.76
27,-187.146633002294,27,425.76
28,-186.306591952563,28,425.76
29,-190.018986737212,29,425.76
30,-186.408170824427,30,425.76
0,-14.428775143868,0,34.56
1,-14.0302847917119,1,34.56
2,-14.7771113943406,2,34.56
3,-14.7726393889327,3,34.56
4,-16.317700000379,4,34.56
5,-15.898587426278,5,34.56
6,-14.7883416485641,6,34.56
7,-15.9407605406902,7,34.56
8,-15.3675834121902,8,34.56
9,-16.5112906887844,9,34.56
10,-13.5435645719996,10,34.56
11,-15.6064085479022,11,34.56
12,-13.4848587376628,12,34.56
13,-15.2850075611217,13,34.56
14,-14.2613837987789,14,34.56
15,-13.8510806213646,15,34.56
16,-14.2701302742643,16,34.56
17,-13.8447343730549,17,34.56
18,-15.1966766725577,18,34.56
19,-15.0752305702076,19,34.56
20,-14.4899954513204,20,34.56
21,-14.1163157758832,21,34.56
22,-16.3166775410531,22,34.56
23,-14.2776124055259,23,34.56
24,-16.50259597692,24,34.56
25,-14.8162846548759,25,34.56
26,-14.5151747461907,26,34.56
27,-15.6832092984791,27,34.56
28,-13.9306519483795,28,34.56
29,-14.6588404930094,29,34.56
30,-13.7267373131293,30,34.56
0,-289.004984228718,0,665.8799999999999
1,-292.063928864674,1,665.8799999999999
2,-293.544085105881,2,665.8799999999999
3,-292.184145084204,3,665.8799999999999
4,-295.01174605365,4,665.8799999999999
5,-294.933214857781,5,665.8799999999999
6,-292.829712923924,6,665.8799999999999
7,-295.289907952911,7,665.8799999999999
8,-294.569152000983,8,665.8799999999999
9,-296.092046889695,9,665.8799999999999
10,-293.250618381901,10,665.8799999999999
11,-295.811573663337,11,665.8799999999999
12,-292.989032361382,12,665.8799999999999
13,-292.734553437645,13,665.8799999999999
14,-291.941405657093,14,665.8799999999999
15,-291.753591420926,15,665.8799999999999
16,-292.615950566343,16,665.8799999999999
17,-292.962017468892,17,665.8799999999999
18,-294.340638962995,18,665.8799999999999
19,-292.708652796943,19,665.8799999999999
20,-293.189632767797,20,665.8799999999999
21,-293.337499348782,21,665.8799999999999
22,-296.116039316279,22,665.8799999999999
23,-294.196454233262,23,665.8799999999999
24,-295.951655175706,24,665.8799999999999
25,-291.979952672065,25,665.8799999999999
26,-291.809241120842,26,665.8799999999999
27,-291.788572051524,27,665.8799999999999
28,-291.32183808613,28,665.8799999999999
29,-296.887464808107,29,665.8799999999999
30,-291.701851951874,30,665.8799999999999
0,-310.294194351595,0,715.3199999999999
1,-313.601245697847,1,715.3199999999999
2,-315.1930277451,2,715.3199999999999
3,-313.715505674244,3,715.3199999999999
4,-316.656979325856,4,715.3199999999999
5,-316.620353674493,5,715.3199999999999
6,-314.43329708211,6,715.3199999999999
7,-317.01581825086,7,715.3199999999999
8,-316.254818762019,8,715.3199999999999
9,-317.850388730234,9,715.3199999999999
10,-314.977442081405,10,715.3199999999999
11,-317.565869937441,11,715.3199999999999
12,-314.654474828156,12,715.3199999999999
13,-314.257433077643,13,715.3199999999999
14,-313.463976290508,14,715.3199999999999
15,-313.242066993285,15,715.3199999999999
16,-314.22058926914,16,715.3199999999999
17,-314.603523957307,17,715.3199999999999
18,-316.015439496467,18,715.3199999999999
19,-314.282406476934,19,715.3199999999999
20,-314.817044523814,20,715.3199999999999
21,-315.0088439111,21,715.3199999999999
22,-317.876942771854,22,715.3199999999999
23,-315.94617741655,23,715.3199999999999
24,-317.697091156353,24,715.3199999999999
25,-313.500659873906,25,715.3199999999999
26,-313.314881255407,26,715.3199999999999
27,-313.23057106598,27,715.3199999999999
28,-312.82635456543,28,715.3199999999999
29,-318.770893961291,29,715.3199999999999
30,-313.26987321012,30,715.3199999999999
0,-226.036594716319,0,520.2
1,-228.339080780304,1,520.2
2,-229.536226717078,2,520.2
3,-228.518264816878,3,520.2
4,-231.015502438,4,520.2
5,-230.820880904817,5,520.2
6,-228.964729857186,6,520.2
7,-231.080047536425,7,520.2
8,-230.450968627774,8,520.2
9,-231.800214328321,9,520.2
10,-229.015775695834,10,520.2
11,-231.482459734792,11,520.2
12,-228.895547900434,12,520.2
13,-229.077830044359,13,520.2
14,-228.275813835595,14,520.2
15,-228.140299721041,15,520.2
16,-228.728595638006,16,520.2
17,-228.94299733346,17,520.2
18,-230.248145706481,18,520.2
19,-228.931635742819,19,520.2
20,-229.229119594868,20,520.2
21,-229.250001439401,21,520.2
22,-231.801961216118,22,520.2
23,-229.896280587225,23,520.2
24,-231.696317492246,24,520.2
25,-228.34059455419,25,520.2
26,-228.195816687726,26,520.2
27,-228.391879919706,27,520.2
28,-227.714145803659,28,520.2
29,-232.156064740447,29,520.2
30,-227.918219565463,30,520.2
0,-188.856474813799,0,434.52
1,-190.699936356693,1,434.52
2,-191.762628844811,2,434.52
3,-190.939669269489,3,434.52
4,-193.249700219645,4,434.52
5,-192.995281255004,5,434.52
6,-191.281858939396,6,434.52
7,-193.205969747514,7,434.52
8,-192.613465576051,8,434.52
9,-193.886399494034,9,434.52
10,-191.111036803873,10,434.52
11,-193.514978179745,11,434.52
12,-191.046841155044,12,434.52
13,-191.497248144697,13,434.52
14,-190.679588513975,14,434.52
15,-190.544010629642,15,434.52
16,-191.019157770897,16,434.52
17,-191.141776948789,17,434.52
18,-192.421881497385,18,434.52
19,-191.301648463772,19,434.52
20,-191.473448988463,20,434.52
21,-191.421448897245,21,434.52
22,-193.8662399255,22,434.52
23,-191.956347625899,23,434.52
24,-193.802561652209,24,434.52
25,-190.781439721196,25,434.52
26,-190.63721073416,26,434.52
27,-190.978897553461,27,434.52
28,-190.154837278733,28,434.52
29,-193.934881347502,29,434.52
30,-190.265495085615,30,434.52
0,-214.335606199895,0,493.2
1,-216.494479092195,1,493.2
2,-217.646723820569,2,493.2
3,-216.690794506627,3,493.2
4,-219.128358265277,4,493.2
5,-218.914099590259,5,493.2
6,-217.103258918298,6,493.2
7,-219.157399914007,7,493.2
8,-218.541158669468,8,493.2
9,-219.86438165475,9,493.2
10,-217.084758750917,10,493.2
11,-219.532183464261,11,493.2
12,-216.9843192342,12,493.2
13,-217.250181422533,13,493.2
14,-216.444208100157,14,493.2
15,-216.311020896517,15,493.2
16,-216.859828606741,16,493.2
17,-217.04640120391,17,493.2
18,-218.342169362535,18,493.2
19,-217.086694690594,19,493.2
20,-217.346003406448,20,493.2
21,-217.343789740699,21,493.2
22,-219.859891396991,22,493.2
23,-217.953829974259,23,493.2
24,-219.766954604477,24,493.2
25,-216.518667525961,25,493.2
26,-216.375297875281,26,493.2
27,-216.615877777023,27,493.2
28,-215.893956495136,28,493.2
29,-220.127295132741,29,493.2
30,-216.067710620019,30,493.2
0,-103.073289234108,0,237.36
1,-103.830772755287,1,237.36
2,-104.674037701971,2,237.36
3,-104.274690559991,3,237.36
4,-106.18343739556,4,237.36
5,-105.823006660314,5,237.36
6,-104.421453150533,6,237.36
7,-105.940220706024,7,237.36
8,-105.387426648668,8,237.36
9,-106.551230527114,9,237.36
10,-103.729078404995,10,237.36
11,-105.973859636794,11,237.36
12,-103.719687890424,12,237.36
13,-104.815664518305,13,237.36
14,-103.925055727889,14,237.36
15,-103.709265678226,15,237.36
16,-104.059875314063,16,237.36
17,-103.935946507025,17,237.36
18,-105.212104941197,18,237.36
19,-104.568257704307,19,237.36
20,-104.401866224201,20,237.36
21,-104.187477872752,21,237.36
22,-106.459394565789,22,237.36
23,-104.507694322481,23,237.36
24,-106.508408169334,24,237.36
25,-104.1895672613,25,237.36
26,-104.001657976167,26,237.36
27,-104.721848566303,27,237.36
28,-103.491850850669,28,237.36
29,-105.758265349367,29,237.36
30,-103.421500930466,30,237.36
0,-461.533302868806,0,1068.24
1,-466.425113154116,1,1068.24
2,-469.04530469924,2,1068.24
3,-466.754839634668,3,1068.24
4,-470.480830708238,4,1068.24
5,-470.725418310988,5,1068.24
6,-468.003127940756,6,1068.24
7,-471.528061498035,7,1068.24
8,-470.324358483379,8,1068.24
9,-472.677179434381,9,1068.24
10,-469.392014300789,10,1068.24
11,-472.078748754421,11,1068.24
12,-468.424199520549,12,1068.24
13,-467.098708402477,13,1068.24
14,-466.318347138745,14,1068.24
15,-465.562933295882,15,1068.24
16,-467.696709895037,16,1068.24
17,-468.208091827912,17,1068.24
18,-469.964729502851,18,1068.24
19,-467.616210690867,19,1068.24
20,-468.412794102304,20,1068.24
21,-468.934710690294,21,1068.24
22,-472.62871537639,22,1068.24
23,-470.504598337959,23,1068.24
24,-472.431473300725,24,1068.24
25,-466.315190818245,25,1068.24
26,-465.962668889764,26,1068.24
27,-465.604027799441,27,1068.24
28,-465.580246203951,28,1068.24
29,-474.132036576999,29,1068.24
30,-466.486643713313,30,1068.24
0,-466.32895525335,0,1079.52
1,-471.2647841284,1,1079.52
2,-473.924310474217,2,1079.52
3,-471.609532892391,3,1079.52
4,-475.358849669372,4,1079.52
5,-475.610942970377,5,1079.52
6,-472.874302615574,6,1079.52
7,-476.430973970378,7,1079.52
8,-475.208531566794,8,1079.52
9,-477.592743930352,9,1079.52
10,-474.289003558312,10,1079.52
11,-476.975507796409,11,1079.52
12,-473.294621771998,12,1079.52
13,-471.942461733196,13,1079.52
14,-471.163937001816,14,1079.52
15,-470.382464103744,15,1079.52
16,-472.56175210423,16,1079.52
17,-473.073217378894,17,1079.52
18,-474.843666472601,18,1079.52
19,-472.478703713311,19,1079.52
20,-473.280350706927,20,1079.52
21,-473.813284546807,21,1079.52
22,-477.538946561377,22,1079.52
23,-475.405102163014,23,1079.52
24,-477.344250381413,24,1079.52
25,-471.15646104044,25,1079.52
26,-470.797584110253,26,1079.52
27,-470.435957994029,27,1079.52
28,-470.423510657975,28,1079.52
29,-479.054274843461,29,1079.52
30,-471.343940545778,30,1079.52
0,-367.74581826162,0,848.88
1,-371.696076873323,1,848.88
2,-373.629875371741,2,848.88
3,-371.835596160278,3,848.88
4,-375.083636016967,4,848.88
5,-375.160917117509,5,848.88
6,-372.75472429235,6,848.88
7,-375.680943288507,7,848.88
8,-374.785231476993,8,848.88
9,-376.61660020714,9,848.88
10,-373.626422186758,10,848.88
11,-376.274321442603,11,848.88
12,-373.102231126892,12,848.88
13,-372.334101650553,13,848.88
14,-371.538310570922,14,848.88
15,-371.177318784888,15,848.88
16,-372.528039860436,16,848.88
17,-372.988359980331,17,848.88
18,-374.50981587455,18,848.88
19,-372.520907221045,19,848.88
20,-373.179194196215,20,848.88
21,-373.492602983626,21,848.88
22,-376.635058925317,22,848.88
23,-374.655702370385,23,848.88
24,-376.427786241972,24,848.88
25,-371.574148276168,25,848.88
26,-371.335090634206,26,848.88
27,-371.10743891677,27,848.88
28,-370.856492484629,28,848.88
29,-377.813792927947,29,848.88
30,-371.477000194913,30,848.88
0,-321.056820975913,0,740.28
1,-324.487481028751,1,740.28
2,-326.138799867486,2,740.28
3,-324.601735177971,3,740.28
4,-327.600879744258,4,740.28
5,-327.585644062599,5,740.28
6,-325.356668264378,6,740.28
7,-328.002100587497,7,740.28
8,-327.21883349293,8,740.28
9,-328.854069155032,9,740.28
10,-325.962749299032,10,740.28
11,-328.564041261222,11,740.28
12,-325.606073462001,12,740.28
13,-325.137976484481,13,740.28
14,-324.344074573541,14,740.28
15,-324.101477774545,15,740.28
16,-325.143239828989,16,740.28
17,-325.543185312281,17,740.28
18,-326.973480555039,18,740.28
19,-325.190580219437,19,740.28
20,-325.750718934452,20,740.28
21,-325.964960736758,21,740.28
22,-328.880823011437,22,740.28
23,-326.943059961061,23,740.28
24,-328.694171628908,24,740.28
25,-324.380481054781,25,740.28
26,-324.186033661788,26,740.28
27,-324.071623494916,27,740.28
28,-323.697654379854,28,740.28
29,-329.833192441038,29,740.28
30,-324.173835419798,30,740.28
0,-443.714196580012,0,1026.48
1,-448.438835395539,1,1026.48
2,-450.916483622711,2,1026.48
3,-448.717386681812,3,1026.48
4,-452.355635200977,4,1026.48
5,-452.571266235963,5,1026.48
